ID Caso,Fecha de Resolución,Contenido,Tipo de Resolución
205,2022-07-20,Dolorem placeat alias labore quo similique. Ad saepe modi commodi recusandae optio. Fugit assumenda numquam accusamus inventore at cupiditate.,Caso en Curso
206,2024-06-13,Recusandae quod asperiores doloremque aut. A earum est pariatur provident. Sapiente voluptatum eius quia reiciendis fugit ratione harum.,Caso en Curso
207,2022-12-19,Nobis molestias quam provident. Iste fugit praesentium asperiores autem quo.,Caso en Curso
208,2021-09-09,"Hic dignissimos recusandae consequuntur veritatis magnam rem.
Repellendus illo deleniti fugiat. Porro ab sunt eius fuga porro rem.",Caso en Curso
209,2022-03-20,Quibusdam dolorum repudiandae alias saepe est magnam. Et maiores cumque nostrum consequuntur. Eveniet ea ipsa optio ut maiores.,Desistimiento del Demandante
210,2024-12-25,Ratione cum architecto suscipit. Ea ipsa ut magnam voluptates veritatis aliquam fugit. Debitis quos cupiditate quae possimus itaque pariatur.,Caso en Curso
211,2020-11-23,"Dolor natus quo repudiandae temporibus. Illo qui libero cum hic.
Sunt itaque a quis. Enim nemo iure tempora atque deleniti cupiditate cumque.",Caso en Curso
212,2023-07-01,Expedita libero eaque. Neque dolorum corrupti. Fuga ducimus voluptates debitis.,Resolución Administrativa
213,2022-10-21,"Ipsam harum expedita incidunt. Eius id perspiciatis.
Commodi recusandae nesciunt ducimus.",Desistimiento del Demandante
214,2024-06-18,Maiores sapiente reiciendis voluptates. Officia maxime incidunt corporis. Sapiente quasi aut fuga atque placeat saepe.,Caso en Curso
215,2024-02-02,Quidem fugiat dolores perspiciatis. Consectetur autem nihil quibusdam cumque itaque iste. Tenetur nam officia asperiores deleniti.,Caso en Curso
216,2025-03-23,"Vel earum aperiam iure occaecati fugiat. Veniam nostrum amet saepe inventore fuga provident.
Numquam dolorum doloremque repudiandae aperiam maiores.",Caso en Curso
217,2021-07-13,"Pariatur libero quod. Ipsum repudiandae quo a.
Minima blanditiis dolorem.",Caso en Curso
218,2024-09-02,Molestiae nobis consectetur itaque. Numquam doloremque ratione animi modi. Non voluptatum autem eligendi minima vel nobis.,Caso en Curso
219,2025-05-11,Nam nobis mollitia error libero tempora. Rem soluta praesentium quis dicta natus. Odio asperiores beatae.,Caso en Curso
220,2023-08-08,Unde facilis rerum. Velit totam adipisci minima dicta nesciunt ipsa natus. Illum mollitia quidem voluptatem.,Caso en Curso
221,2021-10-21,Dignissimos cumque accusantium inventore. Exercitationem delectus ipsam veritatis quo a aliquid.,Caso en Curso
222,2023-12-25,Saepe facere itaque aspernatur voluptatibus qui atque veritatis. Accusamus iusto adipisci quidem excepturi eius. Rem deleniti perspiciatis nesciunt.,Caso en Curso
223,2023-02-09,"Enim necessitatibus nobis vitae perferendis. Fuga amet magnam doloribus voluptatem.
At inventore sint ut dolores atque rerum.",Caso en Curso
224,2022-07-25,Cupiditate commodi placeat. Aut hic molestias non qui quisquam nostrum. Adipisci totam blanditiis necessitatibus.,Multa o Sanción
225,2023-08-08,Error vitae eveniet magnam et dicta odio deserunt. Rerum quasi animi recusandae. Provident voluptatem labore illo adipisci.,Resolución Administrativa
226,2025-04-13,Sequi libero laborum corrupti magnam quod. Hic eum distinctio unde magnam architecto.,Caso en Curso
227,2024-12-22,Facere magni esse quasi nam modi non eius. Ut quae dolore quis quaerat. Asperiores voluptatem nobis ratione.,Caso en Curso
228,2025-03-28,Quibusdam consectetur distinctio rerum aliquid laborum. Hic id totam cupiditate. Illum aliquam nesciunt impedit saepe.,Caso en Curso
229,2022-12-05,Facilis ea eaque eaque repellat. Voluptas tenetur eveniet error neque.,Archivo por Falta de Pruebas
230,2021-11-06,Omnis odio totam nemo sed ab ullam. Architecto sed perspiciatis autem cumque doloribus repellendus numquam.,Caso en Curso
231,2023-04-22,Minus illo fugiat laborum asperiores nemo ratione. Necessitatibus voluptatem magnam asperiores.,Caso en Curso
232,2024-06-04,Laudantium incidunt ad quod cupiditate neque nisi. Nesciunt praesentium ducimus sit. Blanditiis a minima sint magni soluta porro.,Caso en Curso
233,2022-08-16,Aperiam rem quis velit cupiditate. Harum commodi quasi consectetur recusandae.,Caso en Curso
234,2024-11-14,Quos tempora consequatur voluptatem molestias excepturi debitis. A deleniti incidunt natus.,Desistimiento del Demandante
235,2024-08-30,"Distinctio qui eos dolore quis nesciunt. Ea harum at recusandae quia.
Dolor magni hic voluptatem. Natus delectus in omnis.",Caso en Curso
236,2024-01-24,"Debitis unde rem perspiciatis. Mollitia perspiciatis odio adipisci ab tempore.
Fugit commodi fugit perferendis distinctio ratione.",Recurso Denegado
237,2025-04-21,Quae quis molestias maxime aut ipsam. Harum architecto voluptatibus. Amet adipisci est aliquam.,Caso en Curso
238,2022-03-14,Nesciunt nisi eligendi quod esse est quasi nam. In officia nam. Saepe laboriosam consectetur.,Caso en Curso
239,2025-01-30,Facere nihil corrupti accusamus nulla doloremque molestias. Voluptatibus fugiat dolorum error esse pariatur veritatis nisi.,Caso en Curso
240,2024-05-20,"Minima nam laudantium quis.
Debitis magnam sit ad. Esse cum vel blanditiis ullam hic ad.",Caso en Curso
241,2025-04-02,A dolorum facere ea aspernatur.,Caso en Curso
242,2024-07-10,Rem voluptas blanditiis laborum voluptates. Odit neque libero.,Acuerdo Extrajudicial
243,2024-04-27,Non veniam in. Reiciendis dolorem praesentium ducimus illo quaerat voluptate.,Caso en Curso
244,2023-09-09,Voluptates voluptas dolores qui eum nulla assumenda corporis. Rem mollitia blanditiis praesentium omnis. Quam consequuntur aliquam.,Caso en Curso
245,2023-07-28,Rerum earum tenetur voluptas doloremque porro. Asperiores cupiditate ab repellendus nihil quae. Nobis repudiandae dolores.,Sentencia Condenatoria
246,2023-11-30,Ducimus nisi sint totam totam. Qui commodi iste perferendis tempora culpa.,Caso en Curso
247,2023-11-17,"Repellendus tenetur quasi vel ut laudantium id hic. Quae expedita dolorum.
Eum sit eos fuga repellat placeat quibusdam recusandae.",Resolución Administrativa
248,2022-06-06,Nulla perferendis neque assumenda temporibus. Neque odio amet neque ipsa deserunt laborum.,Caso en Curso
249,2022-10-17,Doloribus corporis aspernatur assumenda perferendis distinctio repellat. Voluptas alias qui error at.,Caso en Curso
250,2024-05-05,Omnis deleniti voluptatem debitis sunt nam vitae. Veniam tenetur exercitationem iusto. Voluptates assumenda eaque libero totam.,Caso en Curso
251,2024-12-04,Molestias dignissimos occaecati sit. Perspiciatis natus deleniti sequi soluta.,Caso en Curso
252,2023-10-19,"Ad velit ipsum laboriosam. Tempore repudiandae consectetur. Libero soluta incidunt quam fugit nostrum error.
Beatae itaque accusamus.",Caso en Curso
253,2024-01-05,"Impedit nobis accusantium culpa.
Eaque debitis eveniet aliquid. Quisquam impedit culpa natus.",Conciliación Judicial
254,2024-01-31,Ducimus incidunt iure facilis nam. Eligendi minima cumque cupiditate impedit consectetur alias soluta.,Recurso Concedido
255,2021-12-05,Quas explicabo quam doloribus architecto. Ut fugit dolore nobis magni neque.,Caso en Curso
256,2024-10-21,Error eius molestias autem corporis consequuntur illo. Quas cumque porro totam dolores dolores. Est itaque possimus soluta mollitia.,Caso en Curso
257,2023-11-07,Quasi nostrum ducimus beatae nam. Magnam aut ipsa adipisci.,Caso en Curso
258,2024-08-03,Vel repudiandae laudantium ducimus iusto voluptatum delectus. Eaque est veritatis aliquid explicabo. Quae corrupti ab amet nulla nobis.,Caso en Curso
259,2023-06-07,Dignissimos nihil temporibus. Dolore omnis et ut. Nihil neque ipsum saepe amet illum sunt.,Caso en Curso
260,2021-04-10,Exercitationem repellat iste fuga. Culpa assumenda neque debitis. Vero quibusdam laboriosam excepturi nesciunt nobis suscipit.,Caso en Curso
261,2024-02-16,Veritatis repudiandae commodi ea doloremque commodi. Tenetur deserunt soluta. Quo placeat iusto dolor fugit explicabo.,Caso en Curso
262,2024-02-26,Laboriosam quidem numquam quod repudiandae magnam repellat. Similique saepe animi voluptatum.,Caso en Curso
263,2021-01-13,Optio accusamus neque aut. Distinctio iusto repellat repudiandae.,Caso en Curso
264,2023-09-28,Sed mollitia velit quisquam. Fuga consequuntur distinctio dolore dicta veniam.,Caso en Curso
265,2024-08-27,Commodi in necessitatibus minima dolorem provident voluptates doloremque. Dolores nihil minima nulla neque nisi non ab.,Caso en Curso
266,2024-11-27,Ipsam in eum odit nostrum ea. Doloribus explicabo earum quas eos cupiditate nihil. At ea commodi quas quia reiciendis.,Caso en Curso
267,2023-03-22,Rem necessitatibus quaerat voluptate blanditiis exercitationem. Pariatur eligendi numquam.,Caso en Curso
268,2024-06-01,Eaque quis doloremque quibusdam explicabo. Laudantium ullam dolore cumque. Possimus aperiam nobis nam ab inventore assumenda nisi.,Caso en Curso
269,2022-12-06,Suscipit magnam quia nemo nemo consectetur. Nesciunt perferendis ad officiis consequuntur. Rem beatae laudantium ab commodi officia.,Caso en Curso
270,2022-06-18,Magnam dolorum at. Itaque praesentium placeat maiores ipsam ipsam quaerat. Dolorem inventore eos sunt nam magni quisquam.,Acuerdo Extrajudicial
271,2025-01-27,Adipisci dolor asperiores. Adipisci atque eius molestias. Illum quae quaerat quis.,Caso en Curso
272,2023-06-29,Aut mollitia amet temporibus. Impedit temporibus quae expedita perferendis consequuntur excepturi.,Recurso Concedido
273,2022-06-05,"Ullam id maiores delectus nisi inventore. Nam iusto dolor.
Labore cum pariatur. Laborum voluptatum velit nostrum quod.",Caso en Curso
274,2024-12-13,Est soluta commodi eveniet veritatis. Saepe occaecati placeat ab perspiciatis alias totam fugiat. Placeat velit sapiente.,Sentencia Absolutoria
275,2024-04-02,Dolore officia eaque repellendus totam error modi. Quas eum totam voluptatem dicta doloribus excepturi. Rerum porro quidem fuga laboriosam.,Caso en Curso
276,2024-03-13,Consequuntur facilis ad eligendi. Laborum occaecati dolorem ducimus quos quod nemo.,Conciliación Judicial
277,2025-02-26,"Est corrupti exercitationem labore velit. Rem earum veniam officia molestias esse hic.
In facilis impedit quia autem. Rem consequatur rem eos.",Sentencia Absolutoria
278,2022-06-29,Modi facilis maxime adipisci reprehenderit provident omnis. Sunt quasi excepturi odit voluptate eius. Quidem hic cumque consequatur qui optio.,Caso en Curso
279,2023-06-11,Dolor ea provident dicta tenetur. Ipsum possimus praesentium molestias cum reiciendis nostrum. Adipisci maiores soluta corporis unde animi quia.,Caso en Curso
280,2022-06-13,Ex soluta ea ab. Sequi veritatis quaerat tempora maiores dolore.,Recurso Denegado
281,2024-01-12,Cupiditate laudantium nostrum distinctio in. Recusandae vero itaque ipsum dicta adipisci. Odit nulla fugiat reprehenderit atque dolor.,Caso en Curso
282,2025-01-08,Magnam tempora aliquam eaque labore. Iusto esse minus ut maiores. Quasi totam aliquid labore quaerat facilis quis ullam.,Caso en Curso
283,2023-12-24,Sunt iusto nostrum saepe consequuntur ullam. Repellat neque ex fugit. Ut aspernatur minus odit placeat necessitatibus fuga dolorem.,Caso en Curso
284,2024-06-11,"Nobis sed eos eos velit est. Rerum aut voluptatibus id.
Amet non omnis. Voluptates officia aperiam.",Mediación Exitosa
285,2023-07-14,Occaecati expedita omnis distinctio rem nostrum. Necessitatibus amet eius sapiente.,Caso en Curso
286,2022-07-11,Totam esse nisi. Dolorem animi eum exercitationem provident ratione eum. Cum explicabo laboriosam dolorem cupiditate.,Caso en Curso
287,2024-10-09,Sequi temporibus nostrum sint sint minus. Provident ratione eius atque repellat.,Caso en Curso
288,2023-09-25,Voluptates ducimus nam distinctio perspiciatis explicabo. Aperiam et officiis unde sapiente.,Archivo por Falta de Pruebas
289,2024-08-02,Maiores a eligendi dolor. Ab vitae tempore id reiciendis. Quibusdam quia nam quod maxime modi culpa deleniti.,Caso en Curso
290,2023-10-10,"Quisquam cum temporibus accusantium nesciunt quibusdam beatae.
Animi perspiciatis mollitia quae. Optio ipsa quidem ut.",Caso en Curso
291,2022-04-23,Quisquam est quidem et. Dignissimos necessitatibus voluptates reprehenderit quae recusandae quis.,Acuerdo Extrajudicial
292,2024-07-28,Neque sequi fuga. Facere corrupti non facere ipsum sapiente praesentium.,Caso en Curso
293,2023-10-17,Accusamus quisquam eos neque aut esse modi. Iusto id rerum vero. Reprehenderit inventore doloremque aliquid minima.,Caso en Curso
294,2024-09-04,"Commodi rem veritatis asperiores asperiores illo. Ea praesentium natus voluptas quae.
Dolore sunt eum explicabo. Enim aliquid laborum.",Sentencia Condenatoria
295,2024-08-24,Vitae necessitatibus ad earum. Labore eveniet aliquam facilis expedita. Eveniet ipsum aspernatur natus.,Caso en Curso
296,2024-05-05,Odit nulla unde sequi asperiores neque voluptatum. Debitis ad neque praesentium quibusdam eaque vel. Voluptatum quibusdam consectetur ut.,Caso en Curso
297,2023-10-31,Neque sequi minima adipisci optio aut similique perspiciatis. Molestias earum nam iste reiciendis.,Sentencia Absolutoria
298,2025-03-25,"Impedit qui distinctio molestiae error.
Quibusdam in at dolore modi.",Caso en Curso
299,2024-01-31,"Eligendi cum vitae iure. Accusamus quia accusantium laborum dolore adipisci.
Nulla doloribus est inventore. Temporibus inventore ipsa magni.",Caso en Curso
300,2023-11-07,Enim consequuntur eos nesciunt repudiandae excepturi ut. In a debitis delectus voluptate illum illo itaque.,Caso en Curso
301,2024-12-13,Ipsam possimus necessitatibus. Eligendi aliquid optio et cum. Recusandae inventore impedit eius.,Caso en Curso
302,2025-05-01,Et error ratione necessitatibus voluptatem accusantium inventore odit. Explicabo dolores alias beatae. Voluptatem quod vitae neque.,Mediación Exitosa
303,2023-06-16,Rem dolores recusandae unde hic. Beatae consectetur quidem. Quae id veniam occaecati hic nesciunt beatae animi.,Caso en Curso
304,2024-11-05,Vero dolorem voluptas voluptas praesentium laboriosam quos. Quae expedita sapiente similique nulla. Distinctio corporis iste eos magni ex pariatur.,Desistimiento del Demandante
305,2024-12-14,Vitae quasi veritatis. Culpa aliquid nemo commodi perferendis. Eius omnis numquam consequuntur consectetur.,Archivo por Falta de Pruebas
306,2021-06-15,Quibusdam quidem nesciunt repudiandae odit molestias. Excepturi expedita libero fugit earum labore.,Recurso Denegado
307,2023-05-11,Perferendis esse nihil voluptates in illo reiciendis. Eaque quos natus ea rerum. Sapiente ab culpa necessitatibus quia culpa.,Sobreseimiento
308,2022-12-11,Illo explicabo molestiae dolorum delectus officiis officiis. Impedit adipisci amet aut corrupti. Exercitationem excepturi debitis.,Caso en Curso
309,2022-09-08,Reiciendis error assumenda quos beatae occaecati qui. Sunt qui odio ullam. Quam reiciendis alias id odio.,Caso en Curso
310,2024-04-03,Soluta ex repellendus quis. Eum explicabo dicta doloremque.,Caso en Curso
311,2025-03-03,Quas doloribus reiciendis ratione provident. Itaque nobis aperiam a.,Recurso Concedido
312,2024-09-10,Facilis eius assumenda labore porro. Mollitia ex nobis unde sapiente. Laborum neque temporibus.,Caso en Curso
313,2022-01-05,Itaque mollitia officia temporibus totam qui quos. Aliquam veritatis quam laborum odit. Blanditiis vel voluptas voluptatum explicabo ipsam.,Caso en Curso
314,2024-12-27,Id maiores harum sequi odio enim. Minima repellat quia voluptates. Commodi tempore accusamus inventore laborum.,Caso en Curso
315,2023-08-22,"Sequi voluptas in aut modi ipsam.
Minima dolores occaecati culpa quisquam.",Desistimiento del Demandante
316,2024-04-19,Quisquam aspernatur iste. Perspiciatis illum repudiandae ducimus assumenda soluta.,Caso en Curso
317,2023-05-11,Aut quaerat explicabo ipsa ipsam delectus. Natus amet molestias. Omnis esse veniam ipsum.,Multa o Sanción
318,2024-02-10,Autem natus adipisci beatae quibusdam. Soluta tempore assumenda nesciunt porro vitae.,Caso en Curso
319,2021-02-28,Quaerat atque itaque autem. Doloribus accusantium repellendus. Omnis vel ex mollitia adipisci voluptas.,Caso en Curso
320,2024-06-15,"Perferendis unde veritatis cum neque impedit. Odit debitis officia cumque.
Recusandae deserunt magnam at. Consectetur nulla numquam in sit omnis.",Mediación Exitosa
