ID Caso,Tipo de Documento,Fecha de Emisión,Resumen
280,Prueba,2021-03-20,Repellat consequuntur quae delectus quis repellendus. Culpa dolore impedit sunt numquam hic.
281,Resolución,2023-10-22,Repellat laboriosam et ratione consectetur atque nemo.
282,Resolución,2023-11-01,Ipsum fugit corporis repellat fugiat.
283,Resolución,2021-12-19,Ipsam adipisci ullam sint soluta asperiores impedit. Aut maxime ea sunt.
284,Resolución,2024-03-21,Repellat illum autem non. Magni atque a doloremque. Neque sed odit nisi sed consequuntur.
285,Demanda,2023-01-13,Magni doloremque molestiae aperiam dolorum. Id iste qui sed.
286,Demanda,2022-04-23,"Veritatis quae repudiandae sint iste ipsa.
Reiciendis ad qui alias perferendis eum totam."
287,Resolución,2024-08-13,Totam aliquid eligendi facilis corrupti eos itaque. Dicta aut sed repellendus repellat beatae.
288,Prueba,2023-09-24,Vel fugit reprehenderit. Asperiores adipisci illum iste ex.
289,Resolución,2024-06-14,Aliquid sit sequi dignissimos tempora. Quaerat eos voluptatem sequi.
290,Escrito de defensa,2022-03-15,Repudiandae quas ad quo dicta repudiandae ex. Ducimus at necessitatibus aliquam magnam veniam.
291,Demanda,2021-10-13,Cumque voluptates quisquam. Quis repudiandae eveniet repellendus modi delectus consectetur nisi.
292,Escrito de defensa,2024-07-06,Minus ex accusantium. Odit tenetur nisi optio dignissimos impedit. Eum nisi nihil ex quod.
293,Demanda,2023-03-28,Dolorum temporibus optio necessitatibus. Perspiciatis omnis illum voluptas.
294,Demanda,2023-11-01,Enim ratione dolorem nobis officiis. Consequatur quod dolores iste.
295,Escrito de defensa,2023-08-18,Ea debitis odit non asperiores aliquid hic.
296,Resolución,2024-03-04,Tempora tempore libero sequi iste impedit. Nisi impedit labore inventore veritatis dicta.
297,Demanda,2022-12-16,Impedit deleniti voluptas dolores totam recusandae aliquam facilis. Consequuntur eveniet sapiente.
298,Prueba,2024-03-01,Distinctio officiis pariatur consectetur omnis nihil. Veritatis est aliquid facere.
299,Resolución,2023-02-20,Architecto tenetur cumque laboriosam ipsum.
300,Prueba,2022-07-14,Eius quos optio iure debitis ipsam pariatur. Magni rem nobis dolor voluptas quam porro quos.
301,Prueba,2022-06-28,Hic velit officiis dolorum molestiae doloremque. Quasi voluptatum ratione odit. Enim ea et.
302,Prueba,2024-11-29,Illo officia iste nisi perspiciatis. Soluta reprehenderit sequi.
303,Prueba,2021-06-17,Quidem incidunt nobis ea. Quos quidem impedit. Quia sint ab cumque sunt.
304,Resolución,2023-10-20,Eos delectus odio ipsa sunt. Officiis illum ea.
305,Escrito de defensa,2022-07-27,Dolorum deleniti officiis repellendus est ex. Numquam quidem omnis ut. Dolor nihil iusto quisquam.
306,Resolución,2021-06-11,Quam unde blanditiis ullam. At enim sapiente aliquam.
307,Prueba,2021-05-17,Ut saepe iste possimus. Sed officia error ut.
308,Resolución,2022-05-01,Modi culpa neque impedit deleniti error. Aliquid aut et aperiam unde illo.
309,Resolución,2021-11-18,Necessitatibus distinctio nostrum culpa cupiditate eaque. Voluptatem quod ex cum sint.
310,Prueba,2022-09-01,Quidem sunt harum dignissimos praesentium. Maxime sequi unde asperiores esse eveniet.
311,Resolución,2024-04-13,Repellendus ipsa optio minima. Rerum doloremque error at. Vitae iusto beatae perspiciatis.
312,Resolución,2024-04-19,Illo occaecati molestias necessitatibus. Deleniti magnam corrupti ratione sit natus.
313,Escrito de defensa,2021-07-13,Architecto atque consequuntur aut quae.
314,Demanda,2023-09-24,Repellat officiis blanditiis ad dolorem beatae.
315,Resolución,2021-02-03,Sint odio pariatur adipisci expedita quisquam. Non ratione suscipit sunt pariatur assumenda.
316,Prueba,2023-11-06,Consequuntur odio sit. Accusamus exercitationem voluptates aut alias beatae.
317,Demanda,2023-04-03,Aperiam expedita nisi sequi blanditiis voluptatem fuga.
318,Prueba,2024-01-31,Occaecati alias mollitia consequatur hic.
319,Escrito de defensa,2020-08-30,Hic commodi ipsa perferendis. Velit tenetur magnam quaerat nihil.
320,Demanda,2024-06-03,Facilis quis exercitationem ipsum. Expedita quam ad.
321,Resolución,2023-12-04,Nesciunt quas optio autem numquam.
322,Escrito de defensa,2022-01-19,Praesentium rem saepe omnis.
323,Escrito de defensa,2023-12-09,Sequi eveniet vitae labore quod commodi nulla. Beatae est odio assumenda repellendus eveniet.
324,Escrito de defensa,2022-04-20,Molestias velit neque velit tempora quas itaque. Officia officiis aliquid.
325,Demanda,2022-07-29,Aliquid inventore ab beatae expedita neque. Tempore quae exercitationem soluta soluta dolores eum.
326,Escrito de defensa,2024-08-06,Unde perspiciatis necessitatibus aliquid quibusdam. Ex fugit hic doloribus illum enim soluta.
327,Escrito de defensa,2022-05-07,Veritatis enim ratione magnam voluptatem. Esse voluptates eos dicta.
328,Resolución,2023-12-05,Doloribus harum fugiat labore exercitationem. Numquam molestias eum fugiat est.
329,Escrito de defensa,2024-02-19,Nihil ullam placeat ullam. Similique beatae necessitatibus nulla nam architecto libero.
330,Prueba,2024-10-16,Doloribus eligendi corrupti iure veritatis dolorum rem. Corrupti et quo unde inventore.
331,Prueba,2022-12-11,Exercitationem corporis dolore quas. Quo ut labore dolor. Laudantium porro iure ducimus inventore.
332,Prueba,2024-06-01,Quam beatae doloremque facilis.
333,Demanda,2024-07-26,Dolore sequi nostrum quod laborum quas odio.
334,Resolución,2023-03-28,Ratione eligendi exercitationem inventore id laborum. Ea quasi et voluptatem dolores voluptatum.
335,Demanda,2021-09-11,Veniam et cumque facere quaerat asperiores eligendi. Sunt ad occaecati.
336,Resolución,2024-10-12,Blanditiis labore neque amet illo.
337,Prueba,2024-02-18,Quos dolore tenetur placeat et. Dolor maxime pariatur ipsa maxime cumque dolore.
338,Demanda,2021-10-02,Atque doloremque sed a deleniti ea velit aut. Itaque deleniti tempora deleniti ipsam ad.
339,Demanda,2023-08-07,Assumenda cum nobis sed quam quo molestias deserunt. Impedit magni eos commodi.
340,Prueba,2020-12-19,Reprehenderit inventore distinctio quo harum necessitatibus.
341,Prueba,2023-08-17,Illo est eos perferendis illo ipsa mollitia.
342,Escrito de defensa,2022-09-04,Illo suscipit doloremque laudantium recusandae adipisci. Officiis omnis molestias modi.
343,Prueba,2022-11-15,Eligendi molestias quo occaecati. Ut deleniti tenetur at quae vero. Consequuntur optio id quaerat.
344,Demanda,2022-06-12,Maxime voluptatum commodi dicta. Aut nisi ullam.
345,Resolución,2025-03-27,Illum necessitatibus deserunt commodi quos. Voluptatum temporibus ad. Nam a quas praesentium.
346,Resolución,2021-07-15,Iste fugiat exercitationem laboriosam fugiat consequatur delectus. In magnam eaque quidem quis.
347,Prueba,2022-01-28,Sed accusantium dolorem autem cumque. Suscipit ex iusto.
348,Prueba,2021-11-15,Laudantium ea recusandae ducimus. Ullam voluptate praesentium veniam.
349,Prueba,2022-12-24,Harum praesentium reprehenderit libero ab. Neque itaque animi praesentium odio quis.
350,Prueba,2023-01-19,Laudantium neque id. Repudiandae pariatur nostrum autem itaque corrupti.
351,Resolución,2022-04-10,Eum facilis suscipit atque aliquam ullam. Consectetur sint ab autem eligendi voluptatem.
352,Escrito de defensa,2023-12-14,Voluptatibus alias dolorem nam aut. Labore dolorem delectus voluptatem voluptatem incidunt.
353,Demanda,2023-07-14,Quia doloremque occaecati quibusdam magni. Error consectetur quisquam quisquam.
354,Resolución,2021-04-07,At totam nihil enim quibusdam repellendus ratione autem. Reprehenderit a esse.
355,Prueba,2025-03-11,Doloremque aut blanditiis natus delectus ipsam eum.
356,Prueba,2021-05-05,Ex aliquam quos atque distinctio eligendi iusto. Eligendi atque dicta itaque blanditiis cum vel.
357,Demanda,2021-12-27,Maxime numquam cupiditate doloribus enim fugiat. Asperiores voluptate cumque officia.
358,Prueba,2021-06-22,"Vitae rem praesentium quas.
Cum aliquid culpa aut odio. Reiciendis veniam odit ex beatae."
359,Demanda,2023-03-22,Vel excepturi iure ipsam ab dolorem ut. Ad quae magnam.
360,Prueba,2021-12-23,Non quisquam voluptas dicta voluptatum perspiciatis tempora. Sunt possimus quod fuga.
361,Demanda,2021-08-03,Temporibus officia exercitationem facilis.
362,Resolución,2020-11-29,Impedit non dicta ratione. Sequi modi ad doloremque quod distinctio placeat eligendi.
363,Resolución,2023-08-03,Distinctio ex animi quia odio beatae fugit possimus. Facere vero vitae placeat rerum.
364,Resolución,2024-12-09,Ad facere mollitia atque deserunt inventore itaque. Placeat nisi illo tenetur exercitationem.
365,Prueba,2021-11-12,Aliquam magnam expedita iure. Sint minima facere quae et autem ullam.
366,Resolución,2020-09-09,Impedit voluptas ratione blanditiis at ex. Repellendus nihil rerum debitis explicabo quo incidunt.
367,Escrito de defensa,2022-02-20,Sit consectetur quis.
368,Escrito de defensa,2024-09-19,Qui eos earum tempora id. Natus libero vero nisi facere repellat accusamus.
369,Prueba,2025-04-10,Aspernatur exercitationem enim at nostrum praesentium aliquam consequatur.
370,Escrito de defensa,2021-01-10,Unde praesentium eius placeat similique similique quo in. Assumenda excepturi perferendis.
371,Demanda,2024-01-23,Repellendus maxime quisquam architecto rerum. Numquam eaque distinctio possimus impedit.
372,Resolución,2023-04-14,Repudiandae ratione et sint voluptatem laborum dignissimos. Facilis laboriosam magnam dignissimos.
373,Resolución,2023-09-07,Voluptatibus beatae harum eum. In ab ipsa distinctio. Vitae veritatis cum harum esse.
374,Escrito de defensa,2024-02-05,Doloribus quo totam aut deleniti eveniet delectus. Ducimus iste natus dolor quae dolorum sapiente.
375,Resolución,2023-01-04,Cumque harum molestias aspernatur culpa.
376,Demanda,2024-06-19,Molestiae assumenda maxime. Doloribus cupiditate mollitia aliquid laboriosam.
377,Prueba,2020-12-21,Beatae velit laudantium ad recusandae natus. Quibusdam facilis veniam pariatur.
378,Prueba,2024-10-25,Doloribus explicabo nihil tenetur neque. Neque quaerat quibusdam atque quas magni impedit velit.
379,Demanda,2024-10-25,Nihil voluptates placeat maxime enim quisquam dolorum. Inventore vitae aut.
380,Resolución,2024-03-03,Nulla laboriosam dolore laudantium harum commodi.
381,Resolución,2024-02-15,Harum recusandae nostrum eveniet atque consequuntur saepe esse.
382,Resolución,2021-10-02,Quod voluptatum dicta vel perferendis similique ipsum. Magnam nam officiis molestiae aspernatur.
383,Resolución,2021-04-27,Omnis alias eius rerum consequatur.
384,Resolución,2020-11-13,Eveniet molestiae labore commodi. Laudantium similique voluptates. At ipsam error minus dolore.
385,Demanda,2024-06-04,Modi suscipit dolorum vel ab dolor. Ut est rem corporis.
386,Escrito de defensa,2024-03-09,Repellat odio commodi officiis. Est praesentium impedit.
387,Prueba,2023-01-29,Possimus facere praesentium quas nemo.
388,Prueba,2021-03-23,Quasi voluptates nemo nihil. Debitis quae impedit amet quidem aperiam ullam molestias.
389,Resolución,2021-08-22,Laboriosam suscipit exercitationem possimus tempore vel. Sint facilis quos fuga deserunt accusamus.
390,Resolución,2022-04-16,A culpa modi. Architecto similique aut. Consequatur harum velit.
391,Resolución,2020-11-14,Molestiae nesciunt tempore animi non ratione rerum. Illum porro dolorem corporis ipsam totam.
392,Resolución,2021-06-07,Porro corrupti quia ullam consectetur. Perferendis ratione suscipit quasi quod.
393,Resolución,2022-11-15,Cum cumque animi nam omnis officiis. Numquam adipisci sunt. Deserunt perferendis voluptas ut iusto.
394,Resolución,2023-07-04,Culpa temporibus aliquid. Perspiciatis dolore voluptates error.
395,Demanda,2023-05-16,Dolor harum totam cum ab. Mollitia quia laboriosam culpa.
396,Resolución,2024-05-16,Quis occaecati eveniet debitis porro. Beatae dicta accusantium vel inventore officiis.
397,Resolución,2024-01-07,Repudiandae ex saepe animi inventore expedita. Suscipit itaque tenetur debitis.
398,Escrito de defensa,2024-05-31,Perferendis officia tenetur quam neque officiis beatae a.
399,Resolución,2021-08-02,Voluptates dolore repudiandae tenetur. Provident ex accusantium veniam.
400,Demanda,2025-02-01,Enim laborum molestiae impedit ducimus cum. Distinctio officia sed illo consequatur placeat.
401,Escrito de defensa,2024-03-28,Omnis perspiciatis repudiandae quia fuga.
402,Escrito de defensa,2024-01-27,Minus eum dolores reprehenderit animi dolore. Blanditiis alias explicabo esse.
403,Escrito de defensa,2024-05-30,Necessitatibus aliquid accusantium ipsa. Dolore deserunt nemo accusamus.
404,Escrito de defensa,2024-06-30,Vel veritatis culpa vero. Rerum iure laboriosam possimus ex laboriosam aut.
405,Prueba,2024-02-23,Nobis temporibus asperiores necessitatibus. Enim neque voluptatibus laborum distinctio libero.
406,Escrito de defensa,2023-01-31,At doloribus vitae neque repudiandae quam consectetur. Nam aspernatur velit consectetur quam quo.
407,Resolución,2024-07-01,Libero autem consectetur nihil rerum. Sequi ducimus iusto sequi eveniet rerum ullam.
408,Resolución,2023-08-27,Quas quos sit aliquid placeat. Enim recusandae animi enim nobis.
409,Escrito de defensa,2022-10-21,Consequuntur earum dignissimos est dolorum necessitatibus iste. Aut impedit fugit a.
410,Demanda,2024-03-22,"Quasi ipsam culpa vero officia laudantium voluptatem.
Laboriosam natus deserunt non consequuntur."
411,Prueba,2024-06-19,Voluptatum possimus impedit saepe.
412,Resolución,2021-10-29,Voluptatem occaecati doloribus veritatis quia laborum.
413,Demanda,2023-12-05,Deleniti earum occaecati placeat aperiam. Porro adipisci distinctio voluptatum.
414,Resolución,2020-11-20,Maxime sequi fugiat. Id quas natus. Perferendis explicabo unde perferendis veritatis.
415,Resolución,2024-03-09,Nisi vero sunt laborum ipsam. Eaque odio similique facere id dolores tenetur.
416,Prueba,2022-10-03,Reiciendis recusandae dolor culpa maiores. Consequatur sed suscipit earum maiores inventore.
417,Prueba,2023-05-26,Nobis iure perspiciatis quia. Magnam exercitationem accusamus facilis illum fugit nobis.
418,Escrito de defensa,2022-06-15,Sapiente consectetur cumque animi ut officiis minus. Sunt itaque facere ullam magni.
419,Resolución,2023-11-02,Beatae velit debitis veniam eaque. Tenetur ipsam commodi totam harum odit eligendi.
420,Demanda,2024-01-10,Error similique at nobis. Sunt aperiam ullam reprehenderit libero.
421,Demanda,2022-12-13,Exercitationem quisquam laboriosam corporis vero. Nam fuga saepe dolorem numquam.
422,Prueba,2021-11-07,"Amet quam facilis adipisci expedita.
Consectetur sed eveniet odio.
Placeat totam exercitationem."
423,Prueba,2022-10-19,Nobis corrupti dicta cumque. Fugit dignissimos natus architecto magni.
424,Escrito de defensa,2023-12-19,In ducimus perferendis nesciunt. Et minima non vitae error aut fugiat.
425,Resolución,2022-01-04,Facilis sint debitis excepturi voluptatem minus. Amet accusamus voluptate quis voluptatibus.
426,Escrito de defensa,2023-08-03,Illo impedit debitis voluptas possimus. Quod ducimus reiciendis at repellat ipsam.
427,Resolución,2022-06-07,Quas fugiat nesciunt aperiam. Possimus eos eius pariatur. Nam cumque illum sequi ullam.
428,Escrito de defensa,2021-01-22,Ipsum assumenda minima dolores. Fugit unde accusantium saepe nisi.
429,Resolución,2023-07-05,Sapiente deserunt aut explicabo mollitia at. Quibusdam voluptatum dolore aliquid assumenda.
430,Demanda,2021-09-18,Architecto ad cumque dolorum corrupti vel. Repellat ipsa adipisci vitae id sequi.
431,Demanda,2023-10-29,Similique consequuntur provident expedita. Hic esse et.
432,Escrito de defensa,2022-11-25,"Vitae porro quisquam inventore aliquid quibusdam sit.
Harum animi occaecati voluptatum suscipit."
433,Resolución,2024-06-08,Dolores ullam sequi nostrum modi. Aut aut consequuntur ipsa.
434,Escrito de defensa,2024-01-19,Quam ad velit aperiam rem odit exercitationem. Quo voluptas impedit ipsum.
435,Escrito de defensa,2021-12-04,Minus autem sit molestiae. Nostrum vitae non atque aliquid quia.
436,Resolución,2022-08-16,Quos aut occaecati expedita. Velit rerum dignissimos.
437,Escrito de defensa,2025-03-18,Totam repellendus possimus odit quos. Possimus ipsam iusto voluptatibus rerum quia omnis.
438,Escrito de defensa,2022-06-09,Nihil vel ut. Sunt ratione cumque quaerat voluptate aliquam.
439,Demanda,2023-11-21,Corrupti quia error quisquam in quia. Sunt omnis quam. Ipsum recusandae odio culpa dolorum.
440,Resolución,2024-07-18,Maxime impedit odio quidem. Eius ad optio dolor neque vero.
441,Escrito de defensa,2024-04-09,Et blanditiis praesentium quibusdam. Ullam molestiae exercitationem velit est.
