ID Caso,ID Cliente,ID Abogado,Descripción,Estado,Fecha de Inicio,Fecha de Resolución,Rama Legal,Resultado,Tipo de Caso
210,881,32,Soluta illum eligendi facilis molestias.,Abierto,2022-06-09,2024-12-25,Ambiental,Pendiente,Protección de áreas naturales
211,651,36,Culpa quis praesentium ipsa sint sapiente assumenda dolorem.,Abierto,2020-11-19,2020-11-23,Procesal,Pendiente,Medidas cautelares
212,378,32,Adipisci delectus ab numquam aspernatur impedit.,Cerrado,2023-02-22,2023-07-01,Ambiental,Ganado,Protección de áreas naturales
213,848,4,Placeat culpa dolorem reprehenderit eligendi repellendus delectus.,Cerrado,2022-10-19,2022-10-21,Penal,Perdido,Violencia de género
214,312,45,Nostrum natus facere tempore.,Abierto,2021-12-22,2024-06-18,Notarial y Registral,Pendiente,Escritura pública
215,54,11,Ducimus voluptates tenetur debitis autem quis ad enim.,En proceso,2023-05-01,2024-02-02,Laboral,Pendiente,Negociación colectiva
216,473,18,Distinctio inventore voluptatibus fuga odit eaque numquam inventore.,En proceso,2023-05-02,2025-03-23,Administrativo,Pendiente,Licencias y permisos
217,736,14,Ipsum culpa consectetur assumenda molestias.,Abierto,2021-02-23,2021-07-13,Mercantil,Pendiente,Registro de marca
218,275,48,Cum laudantium odio vero ullam.,En proceso,2022-04-27,2024-09-02,Seguridad Social,Pendiente,Afiliación al sistema
219,766,31,A sunt perferendis ipsam ea error.,Abierto,2021-11-12,2025-05-11,Internacional Privado,Pendiente,Herencia transnacional
220,282,29,Voluptate sunt natus voluptatem est adipisci eum praesentium.,Abierto,2021-06-06,2023-08-08,Internacional Privado,Pendiente,Divorcio internacional
221,837,14,Similique magni reprehenderit minus.,Abierto,2021-03-20,2021-10-21,Mercantil,Pendiente,Quiebra o insolvencia
222,416,27,Porro officiis inventore quis.,Abierto,2023-07-24,2023-12-25,Internacional Público,Pendiente,Litigio entre Estados
223,1004,11,Laborum quaerat commodi porro eligendi enim similique molestias.,En proceso,2022-03-22,2023-02-09,Laboral,Pendiente,Reclamación de salarios
224,506,54,Praesentium veritatis asperiores delectus culpa soluta.,Cerrado,2021-07-23,2022-07-25,Informático,Perdido,Delito informático
225,641,38,Dolorem vero accusamus ratione.,Cerrado,2023-01-06,2023-08-08,Procesal,Acuerdo,Revisión judicial
226,1067,36,Dicta nulla dolorum autem suscipit delectus labore.,Abierto,2021-04-19,2025-04-13,Procesal,Pendiente,Competencia jurisdiccional
227,504,28,Omnis reprehenderit architecto repellendus.,En proceso,2024-01-27,2024-12-22,Internacional Privado,Pendiente,Adopción internacional
228,794,27,Beatae quia at porro enim fugiat consequatur vero.,En proceso,2020-12-12,2025-03-28,Internacional Público,Pendiente,Conflictos fronterizos
229,597,2,Aliquam molestias inventore aperiam totam.,Cerrado,2021-08-04,2022-12-05,Penal,Perdido,Lesiones personales
230,945,48,Quam exercitationem maxime aspernatur unde eaque aliquam explicabo.,Abierto,2021-09-24,2021-11-06,Seguridad Social,Pendiente,Incapacidad permanente
231,112,18,Impedit esse occaecati similique facilis unde quis.,En proceso,2022-03-27,2023-04-22,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
232,926,11,Fugit tempore in numquam totam velit.,Abierto,2023-07-14,2024-06-04,Laboral,Pendiente,Accidente de trabajo
233,369,32,Voluptate excepturi commodi quas quibusdam fugit nostrum.,En proceso,2020-07-20,2022-08-16,Ambiental,Pendiente,Protección de áreas naturales
234,806,32,Maxime earum cum rem.,Cerrado,2021-01-11,2024-11-14,Ambiental,Perdido,Sanción ambiental
235,930,2,Saepe saepe optio reiciendis quo expedita voluptate libero.,En proceso,2023-12-01,2024-08-30,Penal,Pendiente,Narcotráfico
236,185,14,Voluptate amet odio ut.,Cerrado,2024-01-03,2024-01-24,Mercantil,Perdido,Registro de marca
237,254,41,Eius velit temporibus possimus.,Abierto,2024-01-28,2025-04-21,Familia,Pendiente,Divorcio
238,744,45,Sit aliquid sequi accusantium.,Abierto,2021-02-02,2022-03-14,Notarial y Registral,Pendiente,Registro de propiedad
239,1048,45,Repellat quis beatae delectus dolore voluptate repudiandae.,En proceso,2021-10-10,2025-01-30,Notarial y Registral,Pendiente,Constitución de sociedad
240,90,27,Rem itaque laboriosam nihil.,Abierto,2024-01-31,2024-05-20,Internacional Público,Pendiente,Extradición
241,333,36,Ex dolorem recusandae consectetur sunt quas repudiandae.,Abierto,2021-10-19,2025-04-02,Procesal,Pendiente,Nulidad procesal
242,860,48,Fuga harum unde.,Cerrado,2020-11-28,2024-07-10,Seguridad Social,Perdido,Reintegro de prestaciones
243,592,48,Non corporis itaque ipsum soluta labore natus.,En proceso,2023-02-21,2024-04-27,Seguridad Social,Pendiente,Subsidio por enfermedad
244,416,6,Aut perspiciatis sit.,Abierto,2022-12-21,2023-09-09,Civil,Pendiente,Arrendamientos
245,26,48,Aut in consectetur laborum.,Cerrado,2022-08-04,2023-07-28,Seguridad Social,Perdido,Incapacidad permanente
246,1011,32,Quam nisi dolorem soluta similique.,Abierto,2020-08-28,2023-11-30,Ambiental,Pendiente,Evaluación de impacto ambiental
247,930,38,Doloremque quasi expedita alias.,Cerrado,2022-03-19,2023-11-17,Procesal,Perdido,Recurso de apelación
248,502,36,Corporis id accusamus itaque earum omnis quo perferendis.,En proceso,2020-12-29,2022-06-06,Procesal,Pendiente,Ejecución de sentencia
249,101,36,Tempore nam nostrum adipisci.,Abierto,2020-11-14,2022-10-17,Procesal,Pendiente,Nulidad procesal
250,76,4,Perferendis natus eos quas quaerat mollitia repellendus.,Abierto,2023-10-20,2024-05-05,Penal,Pendiente,Delitos informáticos
251,679,4,Aut amet esse nihil molestias eius.,Abierto,2022-05-08,2024-12-04,Penal,Pendiente,Robo o hurto
252,366,8,Labore voluptatum repellat.,Abierto,2022-03-02,2023-10-19,Civil,Pendiente,Sucesiones y herencias
253,364,18,Quisquam impedit quisquam atque.,Cerrado,2023-11-18,2024-01-05,Administrativo,Acuerdo,Responsabilidad patrimonial del Estado
254,191,21,Excepturi suscipit mollitia at magnam.,Cerrado,2022-07-22,2024-01-31,Constitucional,Perdido,Inconstitucionalidad de norma
255,876,27,Voluptas ea iure excepturi incidunt totam totam quasi.,En proceso,2021-01-31,2021-12-05,Internacional Público,Pendiente,Litigio entre Estados
256,276,17,Ut maxime nemo exercitationem hic iusto est itaque.,Abierto,2023-12-22,2024-10-21,Administrativo,Pendiente,Contratación pública
257,675,54,Corporis labore fugit eum.,En proceso,2023-10-29,2023-11-07,Informático,Pendiente,Suplantación digital
258,429,32,Ut ea deleniti.,En proceso,2023-01-31,2024-08-03,Ambiental,Pendiente,Contaminación
259,991,6,Eius velit id maiores deserunt sint.,En proceso,2020-11-05,2023-06-07,Civil,Pendiente,Sucesiones y herencias
260,875,38,Provident sit ducimus voluptatem.,En proceso,2020-08-02,2021-04-10,Procesal,Pendiente,Ejecución de sentencia
261,725,18,Fugiat nulla nihil ipsam iusto nemo.,Abierto,2021-02-19,2024-02-16,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
262,1065,38,Dicta vel cum corporis at reiciendis fugit.,En proceso,2021-04-15,2024-02-26,Procesal,Pendiente,Revisión judicial
263,369,29,Aut labore velit tempore.,En proceso,2020-12-05,2021-01-13,Internacional Privado,Pendiente,Divorcio internacional
264,397,45,Debitis sed aspernatur cum ut.,Abierto,2020-07-11,2023-09-28,Notarial y Registral,Pendiente,Escritura pública
265,242,4,Officia perspiciatis in labore et.,En proceso,2024-04-25,2024-08-27,Penal,Pendiente,Delitos informáticos
266,848,14,Voluptate excepturi aperiam facere.,Abierto,2023-08-23,2024-11-27,Mercantil,Pendiente,Quiebra o insolvencia
267,24,21,Expedita deleniti temporibus culpa architecto vero alias.,En proceso,2020-07-30,2023-03-22,Constitucional,Pendiente,Acción de tutela
268,522,45,Quasi modi voluptate sit.,Abierto,2020-07-09,2024-06-01,Notarial y Registral,Pendiente,Testamento
269,664,18,Perspiciatis perspiciatis debitis corrupti.,Abierto,2021-04-04,2022-12-06,Administrativo,Pendiente,Sanción administrativa
270,700,41,Ipsa aliquam expedita officia voluptas.,Cerrado,2021-09-24,2022-06-18,Familia,Acuerdo,Tutela o curatela
271,360,36,Natus odit aliquid deserunt.,Abierto,2023-04-21,2025-01-27,Procesal,Pendiente,Ejecución de sentencia
272,982,54,Eum hic placeat aspernatur odit.,Cerrado,2022-11-05,2023-06-29,Informático,Ganado,Contrato de software
273,319,11,Repudiandae sequi adipisci voluptate velit.,En proceso,2021-03-10,2022-06-05,Laboral,Pendiente,Reinstalación
274,948,54,Corrupti minus rem doloribus.,Cerrado,2023-02-07,2024-12-13,Informático,Acuerdo,Delito informático
275,647,54,Aliquid iste nam nemo.,En proceso,2021-12-20,2024-04-02,Informático,Pendiente,Hackeo o intrusión
276,680,2,Temporibus harum eos architecto voluptatibus atque.,Cerrado,2020-05-27,2024-03-13,Penal,Ganado,Homicidio
277,695,16,Soluta delectus perferendis aliquam facilis saepe quo.,Cerrado,2023-05-22,2025-02-26,Administrativo,Acuerdo,Responsabilidad patrimonial del Estado
278,798,54,Vitae omnis aliquam occaecati blanditiis architecto vel.,Abierto,2020-10-03,2022-06-29,Informático,Pendiente,Hackeo o intrusión
279,645,8,Nobis iste soluta libero labore quasi perspiciatis adipisci.,En proceso,2021-07-12,2023-06-11,Civil,Pendiente,Incumplimiento de contrato
280,178,17,Voluptate repellat ducimus eaque amet beatae nesciunt.,Cerrado,2020-07-31,2022-06-13,Administrativo,Ganado,Recursos administrativos
281,443,29,Vero animi fugit quos beatae debitis.,En proceso,2023-06-16,2024-01-12,Internacional Privado,Pendiente,Contrato internacional
282,767,11,Amet eum incidunt doloribus.,Abierto,2023-10-09,2025-01-08,Laboral,Pendiente,Acoso laboral
283,1037,8,Animi commodi animi vel rem doloribus optio.,Abierto,2021-01-22,2023-12-24,Civil,Pendiente,Propiedad y posesión
284,390,32,Dolore reprehenderit sapiente ut repellendus.,Cerrado,2023-12-31,2024-06-11,Ambiental,Perdido,Protección de áreas naturales
285,671,54,Odit unde a optio sed saepe quae.,Abierto,2022-09-07,2023-07-14,Informático,Pendiente,Delito informático
286,421,54,Officiis dignissimos ipsa veritatis neque.,En proceso,2021-04-02,2022-07-11,Informático,Pendiente,Delito informático
287,1070,29,Praesentium labore aperiam blanditiis laborum iusto.,Abierto,2021-07-15,2024-10-09,Internacional Privado,Pendiente,Conflicto de leyes
288,179,16,Asperiores ut facere quod.,Cerrado,2023-09-22,2023-09-25,Administrativo,Perdido,Sanción administrativa
289,47,8,Tempore doloremque placeat aperiam ab alias repellat.,En proceso,2024-01-15,2024-08-02,Civil,Pendiente,Reclamación por deuda
290,658,41,Tempore impedit quisquam nostrum perspiciatis.,Abierto,2021-03-21,2023-10-10,Familia,Pendiente,Custodia de menores
291,1091,17,Autem nisi iste.,Cerrado,2021-08-08,2022-04-23,Administrativo,Perdido,Contratación pública
292,306,8,Non exercitationem cum sed.,Abierto,2024-05-22,2024-07-28,Civil,Pendiente,Reclamación por deuda
293,1053,6,Et vero quis eos nemo.,Abierto,2022-11-03,2023-10-17,Civil,Pendiente,Daños y perjuicios
294,653,32,Deserunt tempora rerum vitae exercitationem porro.,Cerrado,2023-10-17,2024-09-04,Ambiental,Ganado,Protección de áreas naturales
295,502,48,Tempore mollitia veniam ad porro.,Abierto,2020-11-14,2024-08-24,Seguridad Social,Pendiente,Reclamación de pensión
296,694,18,Eum beatae excepturi autem commodi quibusdam.,En proceso,2022-01-01,2024-05-05,Administrativo,Pendiente,Multas municipales
297,60,2,Aliquid quis explicabo ipsum aliquid.,Cerrado,2021-01-05,2023-10-31,Penal,Acuerdo,Robo o hurto
298,111,8,Mollitia enim possimus sequi inventore occaecati.,Abierto,2023-10-19,2025-03-25,Civil,Pendiente,Propiedad y posesión
299,914,27,Nam mollitia nostrum magnam eaque illo.,En proceso,2022-08-07,2024-01-31,Internacional Público,Pendiente,Extradición
300,406,17,Enim libero ipsam sunt.,En proceso,2021-03-15,2023-11-07,Administrativo,Pendiente,Contratación pública
301,954,48,Sint molestias possimus asperiores quas.,En proceso,2021-01-12,2024-12-13,Seguridad Social,Pendiente,Subsidio por enfermedad
302,200,8,Illum deleniti natus culpa.,Cerrado,2024-05-12,2025-05-01,Civil,Perdido,Sucesiones y herencias
303,964,41,Dolores occaecati soluta magni mollitia.,Abierto,2021-04-12,2023-06-16,Familia,Pendiente,Custodia de menores
304,745,11,Ipsum cumque nobis molestiae dolore dolorem eos.,Cerrado,2022-07-28,2024-11-05,Laboral,Ganado,Accidente de trabajo
305,666,41,Tempora libero ratione qui nihil excepturi facere recusandae.,Cerrado,2021-04-17,2024-12-14,Familia,Perdido,Divorcio
306,232,8,Praesentium aliquid quaerat eos maxime sed atque.,Cerrado,2021-05-04,2021-06-15,Civil,Perdido,Propiedad y posesión
307,579,54,Pariatur laudantium adipisci ea perspiciatis.,Cerrado,2020-11-02,2023-05-11,Informático,Acuerdo,Hackeo o intrusión
308,831,11,Neque commodi minus ipsum repellat officiis.,En proceso,2020-10-31,2022-12-11,Laboral,Pendiente,Despido injustificado
309,619,21,Doloremque reiciendis sit id.,En proceso,2020-07-06,2022-09-08,Constitucional,Pendiente,Violación de derechos fundamentales
310,489,27,Eos dicta in soluta at quia eum.,En proceso,2021-08-05,2024-04-03,Internacional Público,Pendiente,Derechos humanos
311,988,32,Facilis consectetur ipsa sed facilis.,Cerrado,2023-05-01,2025-03-03,Ambiental,Ganado,Daño ecológico
312,892,14,Sit vero recusandae cum optio culpa provident consequatur.,En proceso,2024-03-22,2024-09-10,Mercantil,Pendiente,Quiebra o insolvencia
313,355,32,Dolore animi ea placeat.,En proceso,2021-06-18,2022-01-05,Ambiental,Pendiente,Protección de áreas naturales
314,235,8,In odit velit fugit odio.,En proceso,2022-08-07,2024-12-27,Civil,Pendiente,Arrendamientos
315,200,29,Vero eaque nulla eligendi.,Cerrado,2020-08-10,2023-08-22,Internacional Privado,Ganado,Contrato internacional
316,223,27,Perspiciatis amet laboriosam ab omnis.,En proceso,2022-07-29,2024-04-19,Internacional Público,Pendiente,Refugiados y asilo
317,671,48,Ratione iure minus facere.,Cerrado,2022-08-08,2023-05-11,Seguridad Social,Acuerdo,Reintegro de prestaciones
318,446,2,Assumenda deleniti dolores voluptatem eos quos.,Abierto,2024-01-21,2024-02-10,Penal,Pendiente,Fraude
319,301,48,Quasi asperiores accusamus occaecati laborum eos.,En proceso,2020-07-08,2021-02-28,Seguridad Social,Pendiente,Subsidio por enfermedad
320,597,31,Nihil officia odio voluptatum delectus in temporibus.,Cerrado,2024-03-25,2024-06-15,Internacional Privado,Acuerdo,Adopción internacional
321,422,28,Voluptate magni dicta porro et exercitationem.,En proceso,2023-02-14,2024-12-11,Internacional Privado,Pendiente,Contrato internacional
322,624,18,Sunt architecto laborum totam.,Cerrado,2021-10-06,2022-06-22,Administrativo,Acuerdo,Recursos administrativos
323,1046,6,Corporis fugit fugit placeat doloremque.,Cerrado,2023-06-05,2024-01-10,Civil,Ganado,Reclamación por deuda
324,109,4,Quos culpa hic odit quas.,Abierto,2021-11-12,2023-09-17,Penal,Pendiente,Narcotráfico
325,225,32,Necessitatibus corrupti labore dolorem doloremque quibusdam necessitatibus.,Cerrado,2021-12-11,2023-11-09,Ambiental,Ganado,Evaluación de impacto ambiental
326,652,27,Maxime cumque aspernatur fugiat accusantium explicabo laudantium.,En proceso,2024-05-09,2024-12-22,Internacional Público,Pendiente,Tratado internacional
327,892,27,Possimus eos sed accusamus minima animi reprehenderit in.,En proceso,2021-07-08,2023-02-20,Internacional Público,Pendiente,Derechos humanos
328,973,41,Qui quas tempora alias.,Abierto,2023-11-27,2024-08-29,Familia,Pendiente,Custodia de menores
329,738,32,Deserunt a ut.,Cerrado,2023-05-31,2025-05-07,Ambiental,Ganado,Daño ecológico
330,276,54,Quia vel reiciendis vitae facere.,Abierto,2023-06-07,2024-11-06,Informático,Pendiente,Delito informático
331,295,41,Amet at illo tempore optio.,En proceso,2021-09-13,2024-11-26,Familia,Pendiente,Adopción
332,279,41,Saepe libero sunt ad.,Abierto,2022-04-21,2025-01-30,Familia,Pendiente,Custodia de menores
333,934,41,Earum animi corporis distinctio.,En proceso,2021-05-04,2024-12-16,Familia,Pendiente,Tutela o curatela
334,931,27,Est enim consectetur vel perspiciatis temporibus iste.,En proceso,2022-10-01,2023-07-22,Internacional Público,Pendiente,Tratado internacional
335,788,32,Ad libero consectetur facilis exercitationem ea nemo.,Cerrado,2021-03-07,2022-04-17,Ambiental,Ganado,Evaluación de impacto ambiental
336,1021,27,Est impedit veritatis cumque illo perferendis.,En proceso,2023-09-10,2025-03-25,Internacional Público,Pendiente,Derechos humanos
337,842,45,Sapiente modi eos quas minus ipsam delectus nam.,En proceso,2020-10-23,2024-12-18,Notarial y Registral,Pendiente,Registro de propiedad
338,78,21,Enim saepe blanditiis consequatur nesciunt.,En proceso,2021-01-18,2023-05-02,Constitucional,Pendiente,Violación de derechos fundamentales
339,232,45,Natus ab veniam.,En proceso,2022-11-27,2024-06-30,Notarial y Registral,Pendiente,Legalización de documentos
340,291,44,Impedit tempora atque deleniti id.,En proceso,2020-10-22,2021-11-05,Notarial y Registral,Pendiente,Actos de compraventa
341,953,32,Repellat laboriosam adipisci ducimus eveniet error illo.,En proceso,2022-11-04,2023-10-12,Ambiental,Pendiente,Contaminación
342,503,32,Possimus iste quae itaque cum dolor repellendus.,Cerrado,2021-10-17,2024-05-21,Ambiental,Acuerdo,Protección de áreas naturales
343,640,41,Impedit velit dicta velit nemo totam.,En proceso,2022-11-09,2023-08-08,Familia,Pendiente,Divorcio
344,961,21,Laborum perferendis quisquam quos maxime repudiandae.,Cerrado,2022-05-08,2022-11-27,Constitucional,Acuerdo,Violación de derechos fundamentales
345,863,38,Ad molestiae deserunt aut reiciendis fugit sed culpa.,Cerrado,2024-04-19,2025-05-12,Procesal,Perdido,Ejecución de sentencia
346,623,11,Omnis vero totam doloribus.,En proceso,2020-11-03,2023-03-26,Laboral,Pendiente,Negociación colectiva
347,970,16,Labore eos officia impedit.,En proceso,2020-11-17,2022-04-12,Administrativo,Pendiente,Licencias y permisos
348,598,36,Id hic eligendi.,En proceso,2021-08-17,2022-01-06,Procesal,Pendiente,Medidas cautelares
349,993,4,Illo qui cupiditate.,Abierto,2021-08-20,2025-04-28,Penal,Pendiente,Homicidio
350,570,32,Aut sint quae pariatur dolore tempora.,Cerrado,2022-11-11,2023-04-24,Ambiental,Ganado,Licencia ambiental
351,527,17,Iusto corporis eos facilis rerum aliquid qui sed.,Abierto,2021-10-15,2022-12-21,Administrativo,Pendiente,Contratación pública
