ID Caso,Horas Trabajadas,Gastos Administrativos,Otros Recursos,Monto Otros Recursos,Descripción
165,93,471.97,"Desplazamientos, Gastos de mensajería",531.04,"Desplazamientos: $247.54, Gastos de mensajería: $283.5"
166,40,195.08,"Gastos de mediación, Gastos de mensajería, Traducción de documentos, Desplazamientos",887.7,"Gastos de mediación: $153.9, Gastos de mensajería: $395.03, Traducción de documentos: $108.62, Desplazamientos: $230.15"
167,26,342.42,"Tasas judiciales, Gastos de correspondencia, Desplazamientos, Peritaje, Traducción de documentos",984.01,"Tasas judiciales: $167.07, Gastos de correspondencia: $281.02, Desplazamientos: $52.19, Peritaje: $96.55, Traducción de documentos: $387.18"
168,52,376.22,"Traducción de documentos, Gastos de mediación, Gastos de mensajería, Gastos de digitalización, Copias certificadas",1296.09,"Traducción de documentos: $366.37, Gastos de mediación: $451.23, Gastos de mensajería: $82.71, Gastos de digitalización: $292.56, Copias certificadas: $103.22"
169,30,249.75,Traducción de documentos,282.38,Traducción de documentos: $282.38
170,7,257.9,"Honorarios de testigos, Gastos de mediación, Gastos de investigación",1117.84,"Honorarios de testigos: $171.33, Gastos de mediación: $487.11, Gastos de investigación: $459.4"
171,36,180.55,"Gastos de correspondencia, Gastos de digitalización, Gastos de conciliación",1258.1,"Gastos de correspondencia: $486.93, Gastos de digitalización: $496.25, Gastos de conciliación: $274.92"
172,8,707.11,"Gastos de investigación, Gastos de correspondencia, Honorarios de testigos",683.4100000000001,"Gastos de investigación: $176.36, Gastos de correspondencia: $202.08, Honorarios de testigos: $304.97"
173,8,640.88,Gastos de digitalización,88.8,Gastos de digitalización: $88.8
174,22,570.39,"Tasas judiciales, Gastos de conciliación",266.68,"Tasas judiciales: $117.43, Gastos de conciliación: $149.25"
175,65,500.52,"Gastos de investigación, Notificaciones, Gastos de mediación",1014.96,"Gastos de investigación: $94.54, Notificaciones: $435.76, Gastos de mediación: $484.66"
176,31,626.93,"Copias certificadas, Consultoría externa, Honorarios de testigos, Gastos de investigación, Peritaje",1769.72,"Copias certificadas: $474.04, Consultoría externa: $196.18, Honorarios de testigos: $355.63, Gastos de investigación: $252.94, Peritaje: $490.93"
177,96,870.52,"Gastos de archivo, Traducción de documentos, Desplazamientos, Gastos de investigación, Honorarios de testigos",1118.45,"Gastos de archivo: $64.92, Traducción de documentos: $101.08, Desplazamientos: $135.04, Gastos de investigación: $411.59, Honorarios de testigos: $405.82"
178,7,255.45,"Gastos de investigación, Gastos de mensajería, Consultoría externa, Gastos de digitalización, Copias certificadas",1766.82,"Gastos de investigación: $442.22, Gastos de mensajería: $482.54, Consultoría externa: $415.83, Gastos de digitalización: $65.27, Copias certificadas: $360.96"
179,78,263.12,"Gastos de mediación, Gastos de investigación, Gastos de archivo",757.54,"Gastos de mediación: $200.92, Gastos de investigación: $369.42, Gastos de archivo: $187.2"
180,37,858.31,"Desplazamientos, Gastos de archivo, Honorarios de testigos, Gastos de mensajería",947.58,"Desplazamientos: $112.18, Gastos de archivo: $88.04, Honorarios de testigos: $383.85, Gastos de mensajería: $363.51"
181,50,110.78,"Tasas judiciales, Honorarios de testigos",179.34,"Tasas judiciales: $125.85, Honorarios de testigos: $53.49"
182,100,284.22,Gastos de investigación,496.77,Gastos de investigación: $496.77
183,79,834.5,"Gastos de mediación, Gastos de conciliación, Honorarios de testigos",822.06,"Gastos de mediación: $313.28, Gastos de conciliación: $155.41, Honorarios de testigos: $353.37"
184,75,562.95,"Gastos de digitalización, Notificaciones",699.4,"Gastos de digitalización: $240.15, Notificaciones: $459.25"
185,16,111.48,Peritaje,90.72,Peritaje: $90.72
186,18,999.17,"Gastos de mensajería, Gastos de investigación, Gastos de digitalización, Honorarios de testigos, Tasas judiciales",938.46,"Gastos de mensajería: $232.27, Gastos de investigación: $83.7, Gastos de digitalización: $382.3, Honorarios de testigos: $68.43, Tasas judiciales: $171.76"
187,77,900.59,"Traducción de documentos, Gastos de mediación, Gastos de mensajería",832.4,"Traducción de documentos: $128.18, Gastos de mediación: $367.53, Gastos de mensajería: $336.69"
188,96,675.92,"Gastos de conciliación, Notificaciones, Gastos de correspondencia",1208.3400000000001,"Gastos de conciliación: $498.41, Notificaciones: $416.11, Gastos de correspondencia: $293.82"
189,91,926.47,"Gastos de mediación, Honorarios de testigos, Desplazamientos, Gastos de investigación",1018.23,"Gastos de mediación: $271.37, Honorarios de testigos: $497.1, Desplazamientos: $106.11, Gastos de investigación: $143.65"
190,46,158.27,"Gastos de mediación, Tasas judiciales, Traducción de documentos, Gastos de conciliación",1331.53,"Gastos de mediación: $203.74, Tasas judiciales: $302.17, Traducción de documentos: $447.59, Gastos de conciliación: $378.03"
191,64,939.72,"Gastos de conciliación, Gastos de archivo, Gastos de mensajería, Traducción de documentos, Peritaje",1002.89,"Gastos de conciliación: $269.44, Gastos de archivo: $309.59, Gastos de mensajería: $102.2, Traducción de documentos: $237.43, Peritaje: $84.23"
192,53,870.63,Traducción de documentos,499.71,Traducción de documentos: $499.71
193,78,758.5,"Notificaciones, Gastos de mediación, Gastos de conciliación",794.9300000000001,"Notificaciones: $185.89, Gastos de mediación: $463.24, Gastos de conciliación: $145.8"
194,71,363.15,"Gastos de mediación, Notificaciones, Copias certificadas",915.6800000000001,"Gastos de mediación: $273.67, Notificaciones: $374.73, Copias certificadas: $267.28"
195,98,255.32,"Tasas judiciales, Peritaje, Gastos de digitalización, Gastos de correspondencia",1289.3799999999999,"Tasas judiciales: $302.14, Peritaje: $449.31, Gastos de digitalización: $334.64, Gastos de correspondencia: $203.29"
196,25,470.74,"Gastos de digitalización, Peritaje, Consultoría externa, Notificaciones, Gastos de mediación",1529.73,"Gastos de digitalización: $232.78, Peritaje: $307.29, Consultoría externa: $313.5, Notificaciones: $326.53, Gastos de mediación: $349.63"
197,74,156.86,"Honorarios de testigos, Gastos de mediación, Copias certificadas, Consultoría externa",1473.1799999999998,"Honorarios de testigos: $496.74, Gastos de mediación: $423.03, Copias certificadas: $340.96, Consultoría externa: $212.45"
198,90,846.2,Gastos de conciliación,372.78,Gastos de conciliación: $372.78
199,100,927.14,"Gastos de digitalización, Peritaje, Tasas judiciales, Gastos de correspondencia, Copias certificadas",1616.72,"Gastos de digitalización: $269.34, Peritaje: $399.52, Tasas judiciales: $287.48, Gastos de correspondencia: $280.45, Copias certificadas: $379.93"
200,60,239.1,"Copias certificadas, Notificaciones, Peritaje, Tasas judiciales, Gastos de conciliación",1383.58,"Copias certificadas: $306.79, Notificaciones: $450.19, Peritaje: $281.68, Tasas judiciales: $172.83, Gastos de conciliación: $172.09"
201,60,153.34,"Gastos de mediación, Gastos de mensajería, Consultoría externa, Tasas judiciales",1273.22,"Gastos de mediación: $439.35, Gastos de mensajería: $470.24, Consultoría externa: $129.2, Tasas judiciales: $234.43"
202,41,424.41,"Gastos de conciliación, Honorarios de testigos, Desplazamientos",564.35,"Gastos de conciliación: $192.5, Honorarios de testigos: $109.95, Desplazamientos: $261.9"
203,81,400.46,"Traducción de documentos, Tasas judiciales, Gastos de archivo, Gastos de mensajería, Gastos de digitalización",1458.72,"Traducción de documentos: $264.48, Tasas judiciales: $207.51, Gastos de archivo: $436.6, Gastos de mensajería: $412.91, Gastos de digitalización: $137.22"
204,24,913.63,"Notificaciones, Desplazamientos, Gastos de archivo, Copias certificadas",915.44,"Notificaciones: $76.26, Desplazamientos: $106.25, Gastos de archivo: $384.44, Copias certificadas: $348.49"
205,52,129.71,"Copias certificadas, Peritaje",697.39,"Copias certificadas: $325.3, Peritaje: $372.09"
206,38,401.51,Gastos de mediación,221.49,Gastos de mediación: $221.49
207,48,209.95,"Gastos de mensajería, Tasas judiciales",495.26,"Gastos de mensajería: $229.87, Tasas judiciales: $265.39"
208,76,937.63,"Gastos de archivo, Peritaje, Gastos de digitalización, Gastos de mediación, Honorarios de testigos",1803.44,"Gastos de archivo: $428.25, Peritaje: $445.88, Gastos de digitalización: $229.75, Gastos de mediación: $465.87, Honorarios de testigos: $233.69"
209,68,951.82,"Copias certificadas, Gastos de correspondencia, Gastos de mensajería, Notificaciones",1077.32,"Copias certificadas: $117.25, Gastos de correspondencia: $474.65, Gastos de mensajería: $363.72, Notificaciones: $121.7"
210,64,621.76,"Tasas judiciales, Gastos de investigación",331.18,"Tasas judiciales: $129.52, Gastos de investigación: $201.66"
211,34,228.32,"Gastos de digitalización, Gastos de conciliación, Gastos de mediación, Gastos de correspondencia",1052.69,"Gastos de digitalización: $371.47, Gastos de conciliación: $73.94, Gastos de mediación: $294.45, Gastos de correspondencia: $312.83"
212,9,309.9,"Gastos de mediación, Tasas judiciales",193.89,"Gastos de mediación: $55.01, Tasas judiciales: $138.88"
213,92,898.51,Gastos de investigación,332.04,Gastos de investigación: $332.04
214,73,342.44,"Gastos de investigación, Gastos de conciliación, Traducción de documentos, Notificaciones",1242.31,"Gastos de investigación: $212.02, Gastos de conciliación: $269.09, Traducción de documentos: $296.34, Notificaciones: $464.86"
215,17,447.08,"Gastos de conciliación, Gastos de investigación, Gastos de digitalización",885.53,"Gastos de conciliación: $101.15, Gastos de investigación: $477.26, Gastos de digitalización: $307.12"
216,88,229.67,"Honorarios de testigos, Gastos de digitalización, Gastos de mediación",820.9399999999999,"Honorarios de testigos: $210.44, Gastos de digitalización: $186.1, Gastos de mediación: $424.4"
217,90,127.11,"Tasas judiciales, Gastos de archivo",596.7,"Tasas judiciales: $350.92, Gastos de archivo: $245.78"
218,23,219.51,"Copias certificadas, Gastos de investigación, Gastos de archivo, Desplazamientos",1016.78,"Copias certificadas: $285.08, Gastos de investigación: $213.2, Gastos de archivo: $141.88, Desplazamientos: $376.62"
219,32,709.95,"Peritaje, Copias certificadas, Gastos de archivo, Tasas judiciales, Gastos de conciliación",1973.44,"Peritaje: $459.58, Copias certificadas: $260.94, Gastos de archivo: $462.33, Tasas judiciales: $352.46, Gastos de conciliación: $438.13"
220,52,841.85,"Traducción de documentos, Gastos de archivo",670.31,"Traducción de documentos: $279.41, Gastos de archivo: $390.9"
221,49,126.87,Gastos de investigación,358.23,Gastos de investigación: $358.23
222,55,368.06,"Desplazamientos, Gastos de investigación, Gastos de digitalización, Peritaje, Gastos de correspondencia",1005.2,"Desplazamientos: $340.8, Gastos de investigación: $150.42, Gastos de digitalización: $183.95, Peritaje: $237.9, Gastos de correspondencia: $92.13"
223,91,180.12,"Notificaciones, Consultoría externa",688.48,"Notificaciones: $312.61, Consultoría externa: $375.87"
224,34,916.79,"Honorarios de testigos, Notificaciones, Gastos de mensajería, Gastos de digitalización, Tasas judiciales",1071.48,"Honorarios de testigos: $221.51, Notificaciones: $118.72, Gastos de mensajería: $196.36, Gastos de digitalización: $304.69, Tasas judiciales: $230.2"
225,31,413.08,"Gastos de investigación, Desplazamientos, Copias certificadas, Gastos de archivo, Gastos de mediación",1039.31,"Gastos de investigación: $165.73, Desplazamientos: $201.57, Copias certificadas: $318.41, Gastos de archivo: $53.25, Gastos de mediación: $300.35"
226,41,148.22,"Gastos de conciliación, Gastos de investigación, Gastos de digitalización, Honorarios de testigos",829.58,"Gastos de conciliación: $139.27, Gastos de investigación: $261.47, Gastos de digitalización: $281.1, Honorarios de testigos: $147.74"
227,16,442.15,"Gastos de mediación, Gastos de conciliación",948.22,"Gastos de mediación: $475.21, Gastos de conciliación: $473.01"
228,92,284.4,"Honorarios de testigos, Gastos de mediación",633.36,"Honorarios de testigos: $225.73, Gastos de mediación: $407.63"
229,28,341.11,"Gastos de mediación, Copias certificadas",455.53999999999996,"Gastos de mediación: $178.29, Copias certificadas: $277.25"
230,13,456.7,"Peritaje, Gastos de conciliación, Traducción de documentos, Gastos de archivo",896.96,"Peritaje: $105.73, Gastos de conciliación: $321.44, Traducción de documentos: $186.06, Gastos de archivo: $283.73"
231,7,931.58,"Gastos de digitalización, Gastos de mediación",308.7,"Gastos de digitalización: $119.41, Gastos de mediación: $189.29"
232,76,667.09,"Gastos de investigación, Tasas judiciales",607.66,"Gastos de investigación: $281.34, Tasas judiciales: $326.32"
233,66,703.81,Gastos de conciliación,417.24,Gastos de conciliación: $417.24
234,68,923.76,Gastos de correspondencia,236.68,Gastos de correspondencia: $236.68
235,89,329.45,"Traducción de documentos, Peritaje, Gastos de mensajería, Honorarios de testigos, Tasas judiciales",1935.52,"Traducción de documentos: $416.57, Peritaje: $372.1, Gastos de mensajería: $238.31, Honorarios de testigos: $482.61, Tasas judiciales: $425.93"
236,32,769.78,"Consultoría externa, Tasas judiciales",842.63,"Consultoría externa: $395.65, Tasas judiciales: $446.98"
237,96,904.54,"Gastos de archivo, Peritaje, Gastos de investigación, Honorarios de testigos, Desplazamientos",1229.51,"Gastos de archivo: $246.53, Peritaje: $463.28, Gastos de investigación: $89.54, Honorarios de testigos: $136.12, Desplazamientos: $294.04"
238,61,462.95,"Gastos de correspondencia, Gastos de conciliación, Consultoría externa, Gastos de digitalización, Copias certificadas",1611.87,"Gastos de correspondencia: $489.5, Gastos de conciliación: $173.05, Consultoría externa: $416.88, Gastos de digitalización: $209.64, Copias certificadas: $322.8"
239,32,845.83,"Notificaciones, Gastos de mediación, Honorarios de testigos, Peritaje",965.1800000000001,"Notificaciones: $117.41, Gastos de mediación: $70.29, Honorarios de testigos: $437.26, Peritaje: $340.22"
240,55,422.49,"Gastos de mensajería, Copias certificadas",627.87,"Gastos de mensajería: $184.18, Copias certificadas: $443.69"
241,81,717.43,Notificaciones,419.11,Notificaciones: $419.11
242,35,100.62,"Tasas judiciales, Traducción de documentos, Peritaje, Consultoría externa, Gastos de mediación",1010.09,"Tasas judiciales: $70.25, Traducción de documentos: $198.55, Peritaje: $189.65, Consultoría externa: $329.85, Gastos de mediación: $221.79"
243,12,173.73,"Gastos de mensajería, Tasas judiciales, Gastos de correspondencia, Gastos de digitalización",1193.83,"Gastos de mensajería: $243.64, Tasas judiciales: $461.3, Gastos de correspondencia: $105.14, Gastos de digitalización: $383.75"
